0,0
1,4
2,6
3,8
4,10
5,12
6,17
7,21
8,18
9,16
10,8
11,6
12,4
13,6
14,14
15,16
16,11
17,10
18,8
19,13
20,16
21,17
22,18
23,16
24,10
25,14
26,19
27,20
28,21
29,19
30,16
31,20
32,19
33,12
34,10
35,4
36,5
37,7
38,9
39,11
40,15
41,20
42,15
43,15
44,8
45,5
46,4
47,7
48,15
49,17
50,9
51,11
52,7
53,14
54,14
55,18
56,17
57,18
58,11
59,13
60,18
61,16
62,22
63,17
64,17
65,19
66,17
67,12
68,9
69,3
70,4
71,7
72,8
73,10
74,16
75,20
76,16
77,12
78,8
79,5
80,4
81,7
82,14
83,15
84,10
85,11
86,9
87,12
88,13
89,20
90,16
91,17
92,11
93,14
94,16
95,19
96,21
97,18
98,17
99,18
100,19
101,13
102,11
103,4
104,5
105,7
106,8
107,11
108,15
109,19
110,17
111,13
112,6
113,4
114,5
115,8
116,13
117,16
118,11
119,10
120,8
121,13
122,15
123,17
124,15
125,18
126,12
127,15
128,17
129,21
130,22
131,19
132,18
133,19
134,20
135,14
136,12
137,5
138,6
139,6
140,9
141,12
142,16
143,21
144,16
145,14
146,7
147,4
148,6
149,8
150,15
151,17
152,9
153,10
154,8
155,15
156,16
157,19
158,16
159,19
160,15
161,17
162,19
163,23
164,25
165,20
166,19
167,21
168,22
169,16
170,13
171,5
172,6
173,9
174,10
175,13
176,16
177,23
178,19
179,16
180,8
181,5
182,5
183,6
184,15
185,16
186,12
187,14
188,8
189,13
190,16
191,17
192,18
193,16
194,9
195,14
196,19
197,20
198,21
199,18
200,16
201,21
202,18
203,13
204,11
205,3
206,5
207,8
208,9
209,11
210,13
211,22
212,17
213,15
214,8
215,5
216,4
217,8
218,15
219,17
220,9
221,12
222,6
223,14
224,15
225,19
226,17
227,18
228,11
229,12
230,18
231,16
232,22
233,17
234,17
235,19
236,17
237,12
238,8
239,3
240,4
241,7
242,8
243,10
244,17
245,20
246,17
247,12
248,8
249,5
250,3
251,9
252,14
253,15
254,10
255,13
256,9
257,12
258,13
259,20
260,16
261,17
262,11
263,14
264,17
265,16
266,21
267,18
268,17
269,18
270,19
271,13
272,10
273,4
274,5
275,6
276,8
277,11
278,14
279,19
280,16
281,13
282,6
283,4
284,3
285,8
286,13
287,14
288,11
289,10
290,8
291,13
292,15
293,17
294,15
295,18
296,12
297,16
298,18
299,19
300,22
301,19
302,18
303,19
304,18
305,14
306,12
307,5
308,6
309,6
310,9
311,12
312,18
313,22
314,16
315,14
316,7
317,4
318,6
319,8
320,15
321,16
322,9
323,10
324,8
325,15
326,16
327,19
328,16
329,19
330,16
331,17
332,19
333,24
334,25
335,20
336,22
337,21
338,22
339,14
340,12
341,2
342,6
343,8
344,9
345,13
346,12
347,22
348,18
349,16
350,8
351,5
352,5
353,6
354,13
355,16
356,12
357,14
358,8
359,12
360,15
361,17
362,18
363,16
364,9
365,14
366,18
367,20
368,21
369,18
370,16
371,21
372,19
373,13
374,9
375,3
376,6
377,7
378,9
379,10
380,15
381,21
382,15
383,15
384,9
385,6
386,4
387,8
388,15
389,17
390,9
391,12
392,6
393,13
394,15
395,19
396,17
397,18
398,12
399,13
400,15
401,19
402,19
403,17
404,17
405,19
406,16
407,13
408,8
409,5
410,3
411,7
412,8
413,11
414,16
415,20
416,16
417,12
418,7
419,5
420,3
421,9
422,14
423,15
424,10
425,13
426,9
427,12
428,13
429,21
430,16
431,17
432,11
433,14
434,16
435,18
436,20
437,18
438,17
439,18
440,17
441,12
442,10
443,4
444,5
445,6
446,8
447,12
448,14
449,19
450,17
451,13
452,6
453,4
454,3
455,8
456,13
457,14
458,11
459,10
460,8
461,14
462,15
463,17
464,15
465,18
466,12
467,16
468,17
469,19
470,21
471,19
472,18
473,19
474,18
475,14
476,12
477,6
478,5
479,6
480,9
481,13
482,17
483,22
484,16
485,14
486,7
487,4
488,6
489,8
490,15
491,16
492,9
493,10
494,7
495,15
496,15
497,19
498,17
499,20
500,17
501,17
502,18
503,23
504,25
505,19
506,21
507,22
508,23
509,15
510,14
511,2
512,6
513,8
514,9
515,13
516,12
517,22
518,19
519,16
520,8
521,5
522,5
523,7
524,13
525,16
526,12
527,14
528,8
529,12
530,14
531,17
532,18
533,16
534,9
535,14
536,18
537,20
538,21
539,16
540,16
541,21
542,19
543,14
544,9
545,3
546,6
547,7
548,9
549,10
550,15
551,21
552,15
553,15
554,9
555,6
556,4
557,8
558,15
559,17
560,11
561,12
562,7
563,13
564,16
565,19
566,17
567,18
568,12
569,13
570,15
571,19
572,19
573,17
574,19
575,19
576,16
577,13
578,7
579,5
580,3
581,7
582,8
583,11
584,16
585,20
586,16
587,12
588,7
589,5
590,3
591,9
592,14
593,16
594,10
595,13
596,9
597,12
598,13
599,16
600,16
601,17
602,10
603,14
604,16
605,18
606,20
607,16
608,17
609,18
610,17
611,12
612,10
613,4
614,5
615,6
616,8
617,12
618,14
619,19
620,17
621,13
622,6
623,4
624,5
625,8
626,13
627,14
628,11
629,10
630,8
631,14
632,15
633,17
634,15
635,18
636,12
637,16
638,17
639,19
640,21
641,18
642,18
643,20
644,18
645,14
646,12
647,6
648,4
649,5
650,10
651,14
652,18
653,20
654,24
655,14
656,7
657,6
658,7
659,8
660,16
661,15
662,9
663,10
664,7
665,15
666,16
667,19
668,17
669,15
670,15
671,17
672,19
673,23
674,25
675,19
676,21
677,24
678,22
679,16
680,14
